# Time[fs]	ED=0.0012[aJ]	ED=0.0020[aJ]	ED=0.0028[aJ]	ED=0.0035[aJ]
844.0	1.54564120591E-8	4.47796287597E-10	3.15918216255E-12	4.03432539021E-11
846.0	1.61829607992E-8	4.60473542625E-10	3.38128324012E-12	4.87781455196E-11
848.0	1.63344135256E-8	4.73257492238E-10	3.60638461108E-12	5.64089699237E-11
850.0	1.7254910914E-8	4.83868208207E-10	3.82221880614E-12	6.58428788785E-11
852.0	1.76443189049E-8	4.94068191671E-10	4.06283473073E-12	7.87706676321E-11
854.0	1.76168332588E-8	5.13341663335E-10	4.32095334687E-12	9.39808275597E-11
856.0	1.77269522717E-8	5.28779265171E-10	4.66182200291E-12	1.09599270926E-10
858.0	1.80256606836E-8	5.39675776273E-10	5.17264997281E-12	1.33997943032E-10
860.0	1.83653235865E-8	5.50684278621E-10	5.83228674968E-12	1.67433469397E-10
862.0	1.88942258962E-8	5.63122056457E-10	6.77491498226E-12	1.96891822298E-10
864.0	1.94000767465E-8	5.81745554091E-10	8.07839074847E-12	2.27148558483E-10
866.0	1.98618247851E-8	6.0199985472E-10	9.65966204409E-12	2.68883603647E-10
868.0	2.02831076466E-8	6.17000316054E-10	1.1791688372E-11	3.09823143614E-10
870.0	2.07248717052E-8	6.32288808826E-10	1.38889031555E-11	3.6826679343E-10
872.0	2.09652869991E-8	6.52730448107E-10	1.62599324464E-11	4.39831171509E-10
874.0	2.13238431653E-8	6.7208878685E-10	1.95315715866E-11	5.08098487423E-10
876.0	2.15959356666E-8	6.94864641357E-10	2.25886731346E-11	6.17239450973E-10
878.0	2.17786921054E-8	7.20898550378E-10	2.6286291671E-11	8.20046255322E-10
880.0	2.19672178623E-8	7.44533660784E-10	3.07995972825E-11	1.31842203651E-9
882.0	2.23037264191E-8	7.68281121669E-10	3.81865648942E-11	2.20575994555E-9
884.0	2.27427915567E-8	7.94964829462E-10	4.62081021148E-11	3.1674706979E-9
886.0	2.34062660753E-8	8.34274003405E-10	5.48741493116E-11	4.39363924815E-9
888.0	2.39982047399E-8	8.62738468243E-10	6.25322452256E-11	5.73706712392E-9
890.0	2.48729512037E-8	9.00225112377E-10	7.1732004551E-11	7.63083462609E-9
892.0	2.50368526166E-8	9.33791875005E-10	8.24500162994E-11	1.00795327523E-8
894.0	2.59883334627E-8	9.67139287894E-10	9.49048498498E-11	1.42332800665E-8
896.0	2.63416471666E-8	1.01000799863E-9	1.09674045008E-10	1.93166333722E-8
898.0	2.65540304336E-8	1.0682801315E-9	1.28595046505E-10	2.59242665688E-8
900.0	2.70779061296E-8	1.1198563215E-9	1.54409640568E-10	3.28337555611E-8
902.0	2.76448666155E-8	1.20704356714E-9	2.01033135428E-10	4.19636099949E-8
904.0	2.78739887566E-8	1.27431487072E-9	2.72282503752E-10	5.20828605397E-8
906.0	2.91074034245E-8	1.34646084497E-9	3.40788395863E-10	6.01852493086E-8
908.0	2.92606606507E-8	1.43149640307E-9	4.2848585358E-10	7.0677997394E-8
910.0	3.04871311915E-8	1.52387422982E-9	5.07488073057E-10	9.12207766516E-8
912.0	3.1273274712E-8	1.59975215174E-9	5.88627394447E-10	1.29098123036E-7
914.0	3.13864681595E-8	1.70629230208E-9	7.05915734898E-10	1.90237395329E-7
916.0	3.18820760367E-8	1.80311506262E-9	8.3252364106E-10	2.78099917671E-7
918.0	3.20947748724E-8	1.88985746782E-9	9.86189332818E-10	4.0985949681E-7
920.0	3.22681576969E-8	1.95455855789E-9	1.17536474549E-9	5.55955767997E-7
922.0	3.26398637119E-8	2.06087140834E-9	1.43973083503E-9	7.05222889918E-7
924.0	3.32485895793E-8	2.2174694105E-9	1.89187495482E-9	8.58370441802E-7
926.0	3.37064955743E-8	2.35894833576E-9	2.74049372333E-9	1.00023724125E-6
928.0	3.43847630676E-8	2.54910909525E-9	3.3407367884E-9	1.17675381939E-6
930.0	3.47393847189E-8	2.74798412327E-9	4.22504310363E-9	1.47887531253E-6
932.0	3.54204370535E-8	2.89259675534E-9	4.8883618222E-9	1.96588691547E-6
934.0	3.56260222117E-8	3.04874056108E-9	5.60764655056E-9	2.6896147114E-6
936.0	3.61798397714E-8	3.25155678509E-9	6.85718425167E-9	3.56660036219E-6
938.0	3.67094732303E-8	3.40423948615E-9	8.69883351646E-9	4.60863744107E-6
940.0	3.69118738411E-8	3.61105118072E-9	1.10882294801E-8	5.57269836985E-6
942.0	3.72218144855E-8	3.83658594445E-9	1.43718117848E-8	6.53144682049E-6
944.0	3.76771543893E-8	4.07991854677E-9	1.90114784677E-8	7.48651137934E-6
946.0	3.82444001554E-8	4.24492119646E-9	2.54152182325E-8	8.16585148474E-6
948.0	3.86944106808E-8	4.46660918332E-9	3.28996317211E-8	8.87839482853E-6
950.0	3.92829742175E-8	4.70920678134E-9	3.87154024042E-8	9.43192305647E-6
952.0	3.98954181582E-8	4.94742678136E-9	4.53299119739E-8	1.00391480037E-5
954.0	4.05743597104E-8	5.15018458071E-9	5.02214864622E-8	1.05767589393E-5
956.0	4.15364724926E-8	5.33241788697E-9	5.71149964584E-8	1.1722406794E-5
958.0	4.19659835306E-8	5.54969075393E-9	7.07384729999E-8	1.26074017156E-5
960.0	4.21838911881E-8	5.76861479673E-9	9.27020703454E-8	1.43007651402E-5
962.0	4.2604952655E-8	5.92102617427E-9	1.2022377749E-7	1.5877575747E-5
964.0	4.28957255823E-8	6.08438971059E-9	1.51372786028E-7	1.76647704793E-5
966.0	4.31220943966E-8	6.26968435919E-9	1.83418223688E-7	2.04148109552E-5
968.0	4.34648853358E-8	6.51786297198E-9	2.16436831145E-7	2.27745615743E-5
970.0	4.37305502076E-8	6.75929955781E-9	2.59269318212E-7	2.47896736942E-5
972.0	4.41443718454E-8	7.07540875631E-9	2.87464321909E-7	2.66709357558E-5
974.0	4.45260907211E-8	7.58463160367E-9	3.19270716819E-7	2.81906611789E-5
976.0	4.52437680724E-8	7.85854562771E-9	3.43995399626E-7	2.97776985233E-5
978.0	4.54855132934E-8	8.1312305797E-9	3.71596262232E-7	3.14775924465E-5
980.0	4.62073265907E-8	8.39661076873E-9	4.13091902601E-7	3.36469132671E-5
982.0	4.66683732826E-8	8.68872133491E-9	4.60888410429E-7	3.59470462313E-5
984.0	4.69376968844E-8	9.05372586871E-9	5.15902234447E-7	3.89082695746E-5
986.0	4.73613957307E-8	9.45306826682E-9	5.69548299134E-7	4.20656891492E-5
988.0	4.78838878796E-8	9.84334221948E-9	6.27068313425E-7	4.50022386872E-5
990.0	4.85791588883E-8	1.02690451165E-8	7.0263630125E-7	4.89907756578E-5
992.0	4.90922470413E-8	1.09751559766E-8	8.10230868391E-7	5.31595064776E-5
994.0	4.95386502206E-8	1.16037487095E-8	8.80420480657E-7	5.60639004832E-5
996.0	4.98828432111E-8	1.22290331578E-8	9.65115005317E-7	5.98613639953E-5
998.0	5.02541413173E-8	1.2629713153E-8	1.01243311006E-6	6.53802738762E-5
1000.0	5.07355763538E-8	1.31620734639E-8	1.07239361452E-6	7.50207108637E-5
1002.0	5.10751905451E-8	1.37920415053E-8	1.16099267879E-6	8.52363801947E-5
1004.0	5.14101163077E-8	1.44779074031E-8	1.27947033847E-6	9.46479687274E-5
1006.0	5.18228811624E-8	1.4996893275E-8	1.3534664223E-6	1.02064683371E-4
1008.0	5.22115376534E-8	1.55218920074E-8	1.44644588913E-6	1.08001116796E-4
1010.0	5.26939084782E-8	1.62703255731E-8	1.55262821615E-6	1.13930009227E-4
1012.0	5.31545579083E-8	1.71975361546E-8	1.7479125883E-6	1.22749578543E-4
1014.0	5.37743198786E-8	1.87094124853E-8	2.04940313021E-6	1.307327994E-4
1016.0	5.43940207002E-8	2.04875871306E-8	2.26260517277E-6	1.37315383858E-4
1018.0	5.48866257724E-8	2.30216140414E-8	2.50242403948E-6	1.43672217714E-4
1020.0	5.54567880121E-8	2.47856711606E-8	2.6149183959E-6	1.52380248298E-4
1022.0	5.62163375745E-8	2.67569008197E-8	2.75730403294E-6	1.6256323209E-4
1024.0	5.67642628448E-8	2.80779564837E-8	2.95013721511E-6	1.7382530411E-4
1026.0	5.72896812079E-8	2.91178352357E-8	3.14707028634E-6	1.86094444136E-4
1028.0	5.80155131717E-8	3.04120092207E-8	3.35242657254E-6	1.97262433191E-4
1030.0	5.8941982537E-8	3.18822059831E-8	3.67614250727E-6	2.08669046975E-4
1032.0	5.97690796972E-8	3.48437296202E-8	3.97126230465E-6	2.26322444598E-4
1034.0	6.06030664804E-8	3.97084136364E-8	4.56669591742E-6	2.42164851665E-4
1036.0	6.13507527205E-8	4.63359496288E-8	5.45103989353E-6	2.56003042517E-4
1038.0	6.19505408771E-8	5.27528800539E-8	6.05391021042E-6	2.68386175481E-4
1040.0	6.27387744751E-8	6.24225436224E-8	6.72777490465E-6	2.77536575133E-4
1042.0	6.33438909992E-8	7.24984747926E-8	7.01802469583E-6	2.86351923324E-4
1044.0	6.40504604732E-8	8.18825003043E-8	7.36974054537E-6	2.94310182607E-4
1046.0	6.43998047056E-8	9.11242872282E-8	7.73513893372E-6	3.02467705355E-4
1048.0	6.48492881485E-8	9.95842500383E-8	8.02598285719E-6	3.11585161283E-4
1050.0	6.53088249996E-8	1.07613469802E-7	8.42885367744E-6	3.20490470423E-4
1052.0	6.57512853598E-8	1.15392140499E-7	8.70467824963E-6	3.34466792196E-4
1054.0	6.63939883107E-8	1.2444371918E-7	9.22322105678E-6	3.49213649185E-4
1056.0	6.71820678981E-8	1.31204849763E-7	9.92654064111E-6	3.6515762553E-4
1058.0	6.78496626006E-8	1.42048800026E-7	1.09356806246E-5	3.83080653153E-4
1060.0	6.85418340502E-8	1.53624239816E-7	1.1949950405E-5	3.9339092413E-4
1062.0	6.92766699687E-8	1.7080420442E-7	1.31510488858E-5	4.06249218066E-4
1064.0	6.99719339827E-8	1.91039177634E-7	1.37828085823E-5	4.19994822855E-4
1066.0	7.05265323984E-8	2.05514765434E-7	1.42539140732E-5	4.33377625935E-4
1068.0	7.13933155905E-8	2.23309568108E-7	1.47464484875E-5	4.45943746852E-4
1070.0	7.21466260886E-8	2.37397760994E-7	1.52182787824E-5	4.6151817519E-4
1072.0	7.30373234919E-8	2.47091088803E-7	1.58584654003E-5	4.77195183899E-4
1074.0	7.39424205185E-8	2.61535152378E-7	1.66461191537E-5	5.06070914544E-4
1076.0	7.47475682259E-8	2.72874727946E-7	1.77336294891E-5	5.30096210167E-4
1078.0	7.5554852669E-8	2.85178711971E-7	1.91851232904E-5	5.56956372538E-4
1080.0	7.65800553884E-8	3.00748147281E-7	2.06963088691E-5	5.76692044972E-4
1082.0	7.75169952895E-8	3.14599804153E-7	2.23988843807E-5	5.93930440717E-4
1084.0	7.83493959486E-8	3.33112685152E-7	2.43590899356E-5	6.08755835131E-4
1086.0	7.91725541049E-8	3.52704745853E-7	2.57295862654E-5	6.2309079061E-4
1088.0	7.97511367602E-8	3.75010568444E-7	2.65723991003E-5	6.36891033817E-4
1090.0	8.03900367987E-8	4.1370518327E-7	2.74708057278E-5	6.5056852095E-4
1092.0	8.10957069493E-8	4.49689801119E-7	2.83553969426E-5	6.62461255992E-4
1094.0	8.21887286406E-8	4.86842709168E-7	2.92876430487E-5	6.78996577771E-4
1096.0	8.31613581557E-8	5.2240975559E-7	3.01371854584E-5	6.97536844958E-4
1098.0	8.40641579022E-8	5.57540440899E-7	3.1191293432E-5	7.25698166637E-4
1100.0	8.56698262267E-8	5.98880919343E-7	3.23481101903E-5	7.52851237773E-4
1102.0	8.7405755401E-8	6.37172480533E-7	3.39176231603E-5	7.79924760618E-4
1104.0	8.94011381874E-8	6.70735165702E-7	3.49641477305E-5	8.01614601714E-4
1106.0	9.13272440796E-8	7.0846845161E-7	3.63884142691E-5	8.26543444002E-4
1108.0	9.35432022584E-8	7.44460112328E-7	3.74874275655E-5	8.5023066386E-4
