# Time[fs]	ED_cav=0.03[aJ]	ED_free=0.03[aJ]	ED_cav=0.06[aJ]	ED_free=0.06[aJ]	ED_cav=0.11[aJ]	ED_free=0.11[aJ]
1296.0	7.74791653786E-5	1.24991020554E-7	0.0168207390468	3.71514975919E-4	0.76907733384	0.823617141622
1298.0	7.81984773562E-5	1.25007111458E-7	0.017003661416	3.71855183692E-4	0.769606663761	0.823653604939
1300.0	7.93480849945E-5	1.25020567014E-7	0.0171748180438	3.72703922831E-4	0.770109045478	0.823846804301
1302.0	8.06241505505E-5	1.25022833469E-7	0.0172959388653	3.7372067697E-4	0.770495959879	0.823978224604
1304.0	8.19870898399E-5	1.25023503795E-7	0.0174447040648	3.75397694818E-4	0.770763104784	0.824108165762
1306.0	8.29462784567E-5	1.25024987303E-7	0.0175340143718	3.77174978552E-4	0.770994073546	0.824166856582
1308.0	8.38578851698E-5	1.2502704229E-7	0.0176363420532	3.78672214849E-4	0.771263844917	0.824339248694
1310.0	8.44695997034E-5	1.25030336045E-7	0.017789165454	3.79644532452E-4	0.771668346803	0.82448674625
1312.0	8.50145888633E-5	1.25030606938E-7	0.0178998643357	3.80348051948E-4	0.772588515924	0.824567745528
1314.0	8.54030273795E-5	1.25031455478E-7	0.0181601281874	3.80626106717E-4	0.77326163142	0.82467353429
1316.0	8.58669576224E-5	1.25035785171E-7	0.0183436008739	3.80935845233E-4	0.773860134667	0.824928808351
1318.0	8.64740082142E-5	1.25058868979E-7	0.0186475942425	3.81459270075E-4	0.774403409779	0.825008740597
1320.0	8.73207277832E-5	1.25080067143E-7	0.0188413288053	3.82857901444E-4	0.774857819929	0.825349471474
1322.0	8.84679035066E-5	1.25127658437E-7	0.0190144947801	3.85923489591E-4	0.775456519835	0.825445880681
1324.0	8.96292214241E-5	1.25174761566E-7	0.0191670181241	3.87967294329E-4	0.775793245505	0.825776139558
1326.0	9.08591094566E-5	1.26778015736E-7	0.0192808842083	3.92304176598E-4	0.77614101736	0.825808681867
1328.0	9.1974826008E-5	1.28573636059E-7	0.019396651686	3.92964233101E-4	0.776350976603	0.82587899662
1330.0	9.29471028606E-5	1.29017961514E-7	0.0195240593865	3.93223574176E-4	0.77671916333	0.825878545252
1332.0	9.39357200797E-5	1.29265275939E-7	0.0196549179712	3.93895055977E-4	0.777117783078	0.825915230675
1334.0	9.45237349354E-5	1.29267141352E-7	0.0198059391454	3.94826438645E-4	0.777793801458	0.82611903699
1336.0	9.50765889188E-5	1.29269607972E-7	0.0200893645481	3.9556394708E-4	0.778517223834	0.826346390749
1338.0	9.56262982783E-5	1.29272721296E-7	0.0202770484267	3.95770975935E-4	0.779193489661	0.826708302883
1340.0	9.62658908569E-5	1.29353745098E-7	0.0205254875517	3.95783720397E-4	0.779662902835	0.826899971842
1342.0	9.72583681349E-5	1.29537567478E-7	0.0207345862393	3.96165460529E-4	0.780219527529	0.827153799993
1344.0	9.87636689341E-5	1.29683217285E-7	0.0209040968362	3.97770174308E-4	0.78065078291	0.827424364409
1346.0	1.00738300407E-4	1.2972516382E-7	0.021078772546	3.98114134576E-4	0.78096132931	0.82753546416
1348.0	1.02637849904E-4	1.29727235817E-7	0.0212121656964	4.00198715995E-4	0.781422237996	0.828023281477
1350.0	1.04086221672E-4	1.29838892677E-7	0.0213304818356	4.00085148985E-4	0.781642957384	0.828381518677
1352.0	1.05302181491E-4	1.29948597186E-7	0.0214904668576	4.01089556245E-4	0.782082372975	0.828549263322
1354.0	1.06045630379E-4	1.29951922712E-7	0.0217000856416	4.00863336636E-4	0.782600639301	0.829022913716
1356.0	1.06789399932E-4	1.29952552588E-7	0.0218997635849	4.01192778139E-4	0.783160307738	0.829082050971
1358.0	1.07519131811E-4	1.29961428308E-7	0.0221854781883	4.01290436338E-4	0.783760160586	0.829327789767
1360.0	1.08096242287E-4	1.2997259082E-7	0.0225088879838	4.0127517937E-4	0.784504897523	0.830261541955
1362.0	1.08859715442E-4	1.3037654647E-7	0.0229098096131	4.01612914659E-4	0.784982323748	0.830722834693
1364.0	1.10106421422E-4	1.30959316976E-7	0.0232155010708	4.02302663718E-4	0.78546961484	0.83089454977
1366.0	1.11576486719E-4	1.31141782278E-7	0.023457040068	4.02822993768E-4	0.785772183228	0.831193271536
1368.0	1.13616835389E-4	1.31143975304E-7	0.0236210109714	4.02995639051E-4	0.786033516567	0.831262146562
1370.0	1.15523594547E-4	1.31145984102E-7	0.0237973388328	4.03267637248E-4	0.786318496363	0.831431791098
1372.0	1.17427006989E-4	1.31168955037E-7	0.0239266691658	4.03483889913E-4	0.786516212108	0.832452460184
1374.0	1.18580330012E-4	1.32544071532E-7	0.0241203195795	4.0393295717E-4	0.786845744081	0.83239593895
1376.0	1.1961033378E-4	1.33897101662E-7	0.0243544828079	4.03905892809E-4	0.78738846886	0.832961029249
1378.0	1.20525221124E-4	1.33900243057E-7	0.0245167446684	4.04417618744E-4	0.788026447054	0.833351530604
1380.0	1.21219917006E-4	1.33935027933E-7	0.0248888389026	4.0487174356E-4	0.788584899765	0.833486116853
1382.0	1.22000396024E-4	1.340035488E-7	0.0252309012688	4.04860524725E-4	0.789143794157	0.83392975762
1384.0	1.23137498777E-4	1.34194513362E-7	0.0256150024054	4.04848756768E-4	0.789668122236	0.834453924809
1386.0	1.24948899127E-4	1.34669837248E-7	0.0258937858268	4.05169579905E-4	0.790189370748	0.834391942018
1388.0	1.27153720305E-4	1.34987771053E-7	0.0260742669337	4.05571649798E-4	0.790503370347	0.834667629785
1390.0	1.29370638796E-4	1.3499732456E-7	0.0262786165485	4.06061134457E-4	0.790732796668	0.834862376361
1392.0	1.30701085806E-4	1.35007226657E-7	0.0264484918679	4.06961350152E-4	0.790930909149	0.835037980648
1394.0	1.32115052129E-4	1.35010901463E-7	0.0266124892404	4.07232253254E-4	0.791047880069	0.835351754893
1396.0	1.3310822482E-4	1.35013410632E-7	0.0267593059625	4.07347199988E-4	0.791316265043	0.835500762895
1398.0	1.34085704225E-4	1.36606353645E-7	0.0270444390884	4.07501536758E-4	0.791639608702	0.835730247855
1400.0	1.3511601831E-4	1.4031024838E-7	0.0271849525052	4.07632735548E-4	0.792302146093	0.835784302593
1402.0	1.35969636303E-4	1.42424748108E-7	0.027566566941	4.07971070289E-4	0.792845053628	0.837317051667
1404.0	1.36748906086E-4	1.42438508077E-7	0.0279531465282	4.08245772891E-4	0.793433986965	0.837562230245
1406.0	1.37679049747E-4	1.42486617301E-7	0.0283723208006	4.08429727979E-4	0.793898850873	0.837606660753
1408.0	1.39440182713E-4	1.42526761392E-7	0.0286135516493	4.08476211064E-4	0.794353277037	0.837647335671
1410.0	1.42127334809E-4	1.42541440932E-7	0.028775942173	4.08665112948E-4	0.794580145355	0.837866932374
1412.0	1.44642173843E-4	1.42554642149E-7	0.0289767655271	4.09411085766E-4	0.794839430433	0.838385511484
1414.0	1.46620251394E-4	1.42577021805E-7	0.0291697751344	4.10473923661E-4	0.79499514738	0.838451723191
1416.0	1.48440282131E-4	1.42600636418E-7	0.0293971636726	4.1197811477E-4	0.795160567036	0.838814890052
1418.0	1.49786230562E-4	1.42604843025E-7	0.0295505272756	4.13355304991E-4	0.79530377632	0.838949885741
1420.0	1.51057098514E-4	1.42623905517E-7	0.0298737574317	4.13329086064E-4	0.795643222592	0.839461693414
1422.0	1.52215164967E-4	1.42637611064E-7	0.0300011103173	4.142233245E-4	0.796155600572	0.83970887366
1424.0	1.53034815681E-4	1.42638393859E-7	0.0304645437205	4.15032713035E-4	0.796590348292	0.839855563843
1426.0	1.53574820072E-4	1.42650374542E-7	0.0308973744998	4.15251728771E-4	0.796980859732	0.840268640323
1428.0	1.54716592687E-4	1.42667171822E-7	0.0313231965655	4.15227878174E-4	0.797254995587	0.840741184819
1430.0	1.58280133526E-4	1.4267523078E-7	0.0315612606816	4.1526654251E-4	0.797584342118	0.841294781298
1432.0	1.61817360461E-4	1.42682562985E-7	0.0317486067091	4.15475821871E-4	0.797800700607	0.841426341868
1434.0	1.63996824498E-4	1.42937815543E-7	0.0319288397295	4.15955635041E-4	0.798042539651	0.842140822627
1436.0	1.66743160625E-4	1.43208213017E-7	0.0320739289194	4.17894292262E-4	0.798225339273	0.842155572666
1438.0	1.6992424519E-4	1.43245644957E-7	0.0322775212788	4.18771029358E-4	0.798390100883	0.842321898516
1440.0	1.72149587938E-4	1.43263760996E-7	0.0323956844107	4.19982734346E-4	0.798620929787	0.84235105935
1442.0	1.73896983844E-4	1.43412088674E-7	0.0326666608132	4.20921207931E-4	0.798912061497	0.842672055115
1444.0	1.75399197151E-4	1.43693867149E-7	0.0328607762806	4.21125727878E-4	0.799427824284	0.843029100129
1446.0	1.76821668589E-4	1.43835516881E-7	0.033433883162	4.21268888248E-4	0.799799636497	0.843123735098
1448.0	1.78071985262E-4	1.43839843922E-7	0.0338516023019	4.21433643022E-4	0.800229335137	0.843565583532
1450.0	1.79394283442E-4	1.43846098756E-7	0.0343471671602	4.2170212209E-4	0.800571627179	0.844317731317
1452.0	1.81537200577E-4	1.43933298867E-7	0.0345823558468	4.22399025535E-4	0.800837703681	0.845060894493
1454.0	1.84085909784E-4	1.44217179077E-7	0.0348216099725	4.23432124388E-4	0.801119215083	0.845463500669
1456.0	1.86878147808E-4	1.44616804555E-7	0.0350208573599	4.24500802573E-4	0.801384069442	0.845724461666
1458.0	1.90022403829E-4	1.44827671808E-7	0.0352089642641	4.26975738902E-4	0.801610310227	0.846143884602
1460.0	1.92443189129E-4	1.4484287297E-7	0.0353845993482	4.27145004324E-4	0.801775758257	0.84686951184
1462.0	1.94420302612E-4	1.44845409026E-7	0.0355266927891	4.28442652861E-4	0.801970526648	0.846920176446
1464.0	1.95891995448E-4	1.44850553064E-7	0.0357461493526	4.2891693852E-4	0.802330646855	0.847703979248
1466.0	1.97218207659E-4	1.44995537813E-7	0.0360057078906	4.28912178476E-4	0.802830568823	0.848076214605
1468.0	1.98345734819E-4	1.45281159082E-7	0.0364480671624	4.29061963967E-4	0.803221281259	0.848250840472
1470.0	1.99401066618E-4	1.45425986956E-7	0.0368339379388	4.29199778466E-4	0.803592099561	0.849635001683
1472.0	2.00714428594E-4	1.4543246084E-7	0.0373273612771	4.29342478129E-4	0.803937348037	0.850488135778
1474.0	2.03115932881E-4	1.45438849148E-7	0.0375983077698	4.29734009862E-4	0.804278295333	0.851069764092
1476.0	2.06821412195E-4	1.45443225795E-7	0.0378341449896	4.31112090375E-4	0.804575831495	0.851491105146
1478.0	2.10965312422E-4	1.45446610645E-7	0.0381001428789	4.32575231878E-4	0.804782720428	0.85142649983
1480.0	2.14047055175E-4	1.45447176969E-7	0.038292048823	4.35407560099E-4	0.805060008452	0.851526799353
1482.0	2.16270748324E-4	1.45449608376E-7	0.0385040015047	4.3729537273E-4	0.805176620901	0.852336740426
1484.0	2.18111360259E-4	1.45451941533E-7	0.038606327323	4.39487353081E-4	0.805410745939	0.852406085226
1486.0	2.19888424603E-4	1.45459049983E-7	0.0388254772394	4.40272658448E-4	0.805792533727	0.852756733084
1488.0	2.21925555655E-4	1.4546527126E-7	0.0390899818279	4.41229024005E-4	0.806452170041	0.853348142919
1490.0	2.23304992657E-4	1.45473367425E-7	0.0395692203348	4.41754271996E-4	0.806974099532	0.853549809349
1492.0	2.24623784685E-4	1.45492265271E-7	0.0399476644831	4.42036267982E-4	0.807589954125	0.854064834807
1494.0	2.2613469111E-4	1.45509626527E-7	0.0403465768853	4.42396848165E-4	0.807954128297	0.854455944021
1496.0	2.28962048519E-4	1.45542591337E-7	0.0405862468357	4.43177197148E-4	0.808384949204	0.854429698825
1498.0	2.34026242564E-4	1.45574778131E-7	0.0408296255566	4.44193301191E-4	0.808651249253	0.854717197845
1500.0	2.38351768243E-4	1.45579545273E-7	0.0410815628354	4.44728312588E-4	0.808884175723	0.855068021955
1502.0	2.41629555169E-4	1.45588744329E-7	0.0412803723981	4.46140205882E-4	0.809093808631	0.855193594248
1504.0	2.44170033529E-4	1.45600747548E-7	0.0414948684389	4.46127174594E-4	0.809204745325	0.855628305341
1506.0	2.46319225695E-4	1.45603889761E-7	0.0416158001912	4.46366624001E-4	0.809413448535	0.855822504719
1508.0	2.48189635608E-4	1.45611891883E-7	0.0418263439644	4.46519495168E-4	0.809768257782	0.856217213204
1510.0	2.49708344425E-4	1.45616435972E-7	0.0420366151537	4.46575416603E-4	0.81024240253	0.856237946749
1512.0	2.50788509756E-4	1.45618504533E-7	0.0423338370768	4.46744707216E-4	0.810647532569	0.857565527126
1514.0	2.51957689581E-4	1.45622856133E-7	0.0426090205877	4.46915303964E-4	0.811150925455	0.858022261768
1516.0	2.53513821647E-4	1.45630063554E-7	0.042932553498	4.47057526191E-4	0.811548007922	0.858067322591
1518.0	2.56000830912E-4	1.45638611464E-7	0.0431674536615	4.47523474398E-4	0.811943272639	0.858131776535
1520.0	2.59918056759E-4	1.45651070003E-7	0.0433915851334	4.48750924003E-4	0.812339032304	0.858436854788
1522.0	2.63898969681E-4	1.45660754448E-7	0.043640315397	4.4971572416E-4	0.812529896668	0.858930319399
1524.0	2.67004555477E-4	1.45668755614E-7	0.0437509836395	4.52377718359E-4	0.812719028171	0.859077755156
1526.0	2.70229946826E-4	1.45688539991E-7	0.0439170849258	4.5245747724E-4	0.812876056589	0.859716204495
1528.0	2.72299135989E-4	1.45732635224E-7	0.043998968581	4.53157794158E-4	0.813045007437	0.859833416116
1530.0	2.74352061773E-4	1.4577264461E-7	0.0441730573545	4.53140424538E-4	0.813351600719	0.860560868539
1532.0	2.7618469512E-4	1.45787898005E-7	0.0443190604642	4.53261417632E-4	0.813776644842	0.860810345384
1534.0	2.77774126591E-4	1.45805673527E-7	0.0445606566257	4.53279380953E-4	0.814154834763	0.86127566855
1536.0	2.79026876552E-4	1.45837931995E-7	0.0448831377497	4.53400108016E-4	0.814559557445	0.861645663768
1538.0	2.80280413286E-4	1.4586869112E-7	0.0451713619503	4.53707286874E-4	0.814905778675	0.86212307763
1540.0	2.82454805103E-4	1.45876320367E-7	0.045440303601	4.54206689558E-4	0.815286978909	0.862538624257
1542.0	2.85889816246E-4	1.45885261017E-7	0.04567395348	4.55541967012E-4	0.815653579812	0.862625898539
1544.0	2.89351550414E-4	1.45921203694E-7	0.0459362870205	4.57060863062E-4	0.815872360192	0.863031144188
1546.0	2.91938331911E-4	1.46229572031E-7	0.0460669301127	4.59543601399E-4	0.81606423744	0.863006937174
1548.0	2.95190721951E-4	1.46623656617E-7	0.0462500834857	4.60130974506E-4	0.816192762698	0.863126258283
1550.0	2.972595432E-4	1.46738572604E-7	0.0463299253433	4.61475271131E-4	0.81638150926	0.863133030101
1552.0	2.99772810166E-4	1.46757056449E-7	0.0465283626568	4.61486651302E-4	0.816878747039	0.863357467795
1554.0	3.01334201726E-4	1.46770060031E-7	0.0467339414445	4.62133288714E-4	0.817330749705	0.863570812117
1556.0	3.02503173799E-4	1.46770994583E-7	0.0468680039229	4.63003352112E-4	0.817694973247	0.863781814639
1558.0	3.03796702813E-4	1.46785066006E-7	0.0471303815802	4.63138010097E-4	0.818148740904	0.864012176475
1560.0	3.05553717102E-4	1.46805288279E-7	0.047435052058	4.63060917565E-4	0.818600613413	0.864599071878
1562.0	3.08989456429E-4	1.46816244986E-7	0.0477157207686	4.63379139744E-4	0.818990802229	0.865123799673
1564.0	3.15185394154E-4	1.46833210389E-7	0.0479074121354	4.64049322935E-4	0.819254796895	0.865328824895
1566.0	3.21741723879E-4	1.46848938751E-7	0.048131053396	4.64175771187E-4	0.81942837197	0.865511477733
1568.0	3.26553299484E-4	1.49588476232E-7	0.0482437291829	4.64561405934E-4	0.819672087904	0.865654494889
1570.0	3.30627469645E-4	1.52364070743E-7	0.0484402634453	4.64705132586E-4	0.819820559159	0.866079954616
1572.0	3.33441993516E-4	1.52412497401E-7	0.0485270706732	4.64705995298E-4	0.82000122934	0.866115308574
1574.0	3.36118617407E-4	1.52424892337E-7	0.0487120456876	4.64838223118E-4	0.82033014977	0.866438471565
1576.0	3.38783908218E-4	1.52431940676E-7	0.0488819974305	4.64797968118E-4	0.820970226716	0.866725952173
1578.0	3.4050920514E-4	1.52433126795E-7	0.0490162168269	4.64803422789E-4	0.821360618397	0.867223662707
1580.0	3.42041913941E-4	1.52439860866E-7	0.0492212563924	4.64839483687E-4	0.82180662839	0.868257162749
1582.0	3.43956264824E-4	1.5244999022E-7	0.0495193942771	4.64907643678E-4	0.822246833403	0.869026082193
1584.0	3.47212218715E-4	1.52466795633E-7	0.0497534000731	4.64994179888E-4	0.822665281955	0.869613617702
1586.0	3.51017879157E-4	1.52480645119E-7	0.0499312301715	4.6511163243E-4	0.822964069801	0.869912617174
1588.0	3.54890126673E-4	1.52485009463E-7	0.0500782535682	4.65386920047E-4	0.823148015566	0.869898763207
1590.0	3.58150617133E-4	1.52484982282E-7	0.0501544488598	4.66126520589E-4	0.823336124918	0.869949241348
1592.0	3.60877231257E-4	1.52488707295E-7	0.0503130594369	4.6644935754E-4	0.823444537737	0.870324636977
1594.0	3.63568992541E-4	1.52503377746E-7	0.0503863276513	4.6725841375E-4	0.823594861706	0.870522352816
1596.0	3.65629054516E-4	1.52520851443E-7	0.0505621184411	4.67265694464E-4	0.82385660092	0.870579561991
1598.0	3.66891157977E-4	1.52523726129E-7	0.0508202590995	4.67440431977E-4	0.82432735048	0.870966622083
1600.0	3.68525168482E-4	1.52527526012E-7	0.0509673447893	4.67663317884E-4	0.824659439249	0.871292217017
1602.0	3.70289863613E-4	1.52535925895E-7	0.0512994547967	4.6771306665E-4	0.825133091325	0.871712136394
1604.0	3.72026135813E-4	1.52550696507E-7	0.0515977488183	4.67704170611E-4	0.825568005578	0.872016134906
1606.0	3.75025784441E-4	1.5265598284E-7	0.0519308534296	4.67718683439E-4	0.825967149222	0.872016181759
1608.0	3.79424436899E-4	1.52760272632E-7	0.0521364586842	4.67915444351E-4	0.826247123393	0.872217614942
1610.0	3.84631000615E-4	1.54511352965E-7	0.0523233659974	4.68680984294E-4	0.826422201735	0.872362034032
1612.0	3.8950012228E-4	1.60892169081E-7	0.0524554281852	4.70194370379E-4	0.826637870195	0.872398034078
1614.0	3.94746680306E-4	1.65524469593E-7	0.0525692819453	4.71265221842E-4	0.826772769135	0.872696161292
1616.0	3.96827789882E-4	1.65530148726E-7	0.052675642324	4.7221718975E-4	0.826947671403	0.87274992563
1618.0	3.99311097013E-4	1.65550933806E-7	0.0527621664394	4.72407031479E-4	0.827291822483	0.873052950526
1620.0	4.01621505264E-4	1.65566202089E-7	0.0529488264563	4.72817066546E-4	0.827766289109	0.87306228861
1622.0	4.03694732286E-4	1.65568543347E-7	0.0532616460036	4.73319780178E-4	0.828145548632	0.8736833607
1624.0	4.05361667959E-4	1.65573352176E-7	0.0534525720684	4.73605951024E-4	0.828455237619	0.874037177886
1626.0	4.06911461036E-4	1.65581908789E-7	0.0537902644387	4.73759585569E-4	0.828829313082	0.874055324333
1628.0	4.09179034976E-4	1.65590493851E-7	0.0540276062759	4.73882368702E-4	0.82920468201	0.874118187639
1630.0	4.12955629465E-4	1.65596010255E-7	0.0542552061653	4.74014556745E-4	0.829499472677	0.874288864211
1632.0	4.16521355834E-4	1.65600559497E-7	0.0544249507886	4.7419256089E-4	0.829675763817	0.874387974362
1634.0	4.20410171884E-4	1.656145004E-7	0.054540075497	4.75341419074E-4	0.829875016466	0.87446875429
1636.0	4.23342869953E-4	1.65633579542E-7	0.0546721471085	4.75792690809E-4	0.83000967711	0.874710697528
1638.0	4.25598027989E-4	1.65652468687E-7	0.0547515332375	4.77401042076E-4	0.83017285675	0.874719896875
1640.0	4.27911045946E-4	1.65673803316E-7	0.0548536769657	4.78586407981E-4	0.830514670156	0.874946274137
1642.0	4.29316793983E-4	1.65679547455E-7	0.0550162458924	4.78687755891E-4	0.830856699396	0.875045541431
1644.0	4.30792460762E-4	1.65759402884E-7	0.0552232042552	4.78903403726E-4	0.831206534655	0.875513723455
1646.0	4.32452457087E-4	1.65840294196E-7	0.0554825106351	4.79179440051E-4	0.831580434439	0.875587110557
1648.0	4.34053635669E-4	1.65985542189E-7	0.055824418885	4.7949345563E-4	0.832007157826	0.875787432318
1650.0	4.36754409986E-4	1.6612929836E-7	0.0560420459158	4.8032172751E-4	0.832402751257	0.875909869482
1652.0	4.418346034E-4	1.67049316993E-7	0.0562403090793	4.82181987805E-4	0.832719885784	0.875913060909
1654.0	4.46656827677E-4	1.68010450549E-7	0.0564074792272	4.85039229562E-4	0.832918866172	0.875980437534
1656.0	4.49526101527E-4	1.68058693529E-7	0.056509862727	4.89583058686E-4	0.833166250261	0.87598460301
1658.0	4.52516049855E-4	1.68097088802E-7	0.056608449209	4.91349375142E-4	0.833307071609	0.876040369348
1660.0	4.54817918638E-4	1.68133666717E-7	0.0566842797607	4.93021697511E-4	0.833542657056	0.876047389626
1662.0	4.57214317475E-4	1.68151634693E-7	0.0567667471201	4.94181621394E-4	0.833962585669	0.876053611909
1664.0	4.5906267657E-4	1.68164000236E-7	0.0569296404489	4.94644782872E-4	0.834400863163	0.876077462962
1666.0	4.60583323553E-4	1.68164842043E-7	0.0572975682354	4.94742002081E-4	0.834795605827	0.876355158343
1668.0	4.6218739069E-4	1.68182426449E-7	0.0576090826102	4.94768845837E-4	0.835286418061	0.876375200839
1670.0	4.63710207241E-4	1.68205439586E-7	0.0579499112323	4.94941930996E-4	0.835755857013	0.87655949716
1672.0	4.66628781206E-4	1.68215737448E-7	0.0581627813111	4.95562663693E-4	0.836152219847	0.876648901919
1674.0	4.72567141437E-4	1.68221034666E-7	0.0583692673562	4.9767406303E-4	0.836365798869	0.876711402766
1676.0	4.78500445753E-4	1.68240300332E-7	0.0585213124729	4.99262561196E-4	0.83654345582	0.876766793417
1678.0	4.82791537924E-4	1.68271357608E-7	0.0586342331912	5.03933606706E-4	0.836699983598	0.876832322212
1680.0	4.87851325067E-4	1.68290543297E-7	0.0587341080798	5.04547908021E-4	0.836872538929	0.876965291268
1682.0	4.91369571834E-4	1.68295950595E-7	0.058844395715	5.0655033275E-4	0.837040115044	0.876990108233
1684.0	4.93776625011E-4	1.68334096542E-7	0.0589774756001	5.06752493243E-4	0.837326807766	0.87703151743
1686.0	4.95665279314E-4	1.68379185516E-7	0.0590935389531	5.06940259074E-4	0.837819917933	0.877065005605
1688.0	4.98034126544E-4	1.68393692903E-7	0.0593129888335	5.07057373015E-4	0.838156915102	0.877532249022
1690.0	5.00403747694E-4	1.68499863068E-7	0.0596017774359	5.07102802194E-4	0.838489960945	0.878045537593
1692.0	5.03094729945E-4	1.69237168487E-7	0.0598680191406	5.07208298513E-4	0.838871202845	0.878429271587
1694.0	5.06140960513E-4	1.7014322078E-7	0.060087588091	5.07653034578E-4	0.839185914197	0.878662428103
1696.0	5.10896348892E-4	1.70420324415E-7	0.0602448498659	5.08156243906E-4	0.839438271194	0.878768543114
1698.0	5.20228693417E-4	1.70433181752E-7	0.0604127282629	5.09009144047E-4	0.839598696553	0.878885171701
1700.0	5.26889025108E-4	1.70465330265E-7	0.060550266784	5.10369835987E-4	0.839766097906	0.878904525058
1702.0	5.33469815886E-4	1.70491604222E-7	0.0606774105897	5.11289377322E-4	0.839879119358	0.879106329401
1704.0	5.3770489693E-4	1.70498528592E-7	0.0607933804086	5.11466288698E-4	0.840022293618	0.879202007882
1706.0	5.40625678455E-4	1.70509565701E-7	0.0609714257007	5.11828987595E-4	0.840256092052	0.879211731202
1708.0	5.43154218374E-4	1.70511720742E-7	0.0611210142834	5.1184030499E-4	0.840736260068	0.879304453504
1710.0	5.45076963406E-4	1.7051552315E-7	0.0612764946136	5.11930552863E-4	0.841027000423	0.879465019168
1712.0	5.46546630615E-4	1.70536101826E-7	0.0615864236925	5.1224693718E-4	0.841332305834	0.879666037591
1714.0	5.48756377409E-4	1.70560497812E-7	0.061900161403	5.12591685772E-4	0.84165380786	0.879874382865
1716.0	5.5148482499E-4	1.70571663773E-7	0.0621129458009	5.12793764067E-4	0.841928186915	0.879908702934
1718.0	5.5536192256E-4	1.70591277323E-7	0.0623035156737	5.13391303502E-4	0.842164712079	0.879962524902
1720.0	5.60040862702E-4	1.70628432292E-7	0.0625046942391	5.14255628518E-4	0.842306872946	0.880005669476
1722.0	5.65859992893E-4	1.70733636201E-7	0.0626228600352	5.16042011105E-4	0.842451013079	0.880075944003
1724.0	5.70566740543E-4	1.70831145186E-7	0.0627273637708	5.1605855629E-4	0.842540731167	0.880299635155
1726.0	5.75711223234E-4	1.7087186918E-7	0.0628373898489	5.17008742273E-4	0.842686051702	0.880326898476
1728.0	5.7868296294E-4	1.70909729491E-7	0.0629991414443	5.17004684288E-4	0.843001334304	0.880575851002
1730.0	5.81872915746E-4	1.709129482E-7	0.0631265729733	5.1708134027E-4	0.843487018865	0.880613423129
1732.0	5.84844295929E-4	1.70913967299E-7	0.0632406299473	5.17362130425E-4	0.843855218911	0.88096624648
1734.0	5.87986337995E-4	1.70920149748E-7	0.063565334979	5.17355229756E-4	0.844163823543	0.881162925079
1736.0	5.90405904696E-4	1.70930337399E-7	0.0638279249853	5.17377610572E-4	0.844499281361	0.881285880568
1738.0	5.93970571961E-4	1.70940870582E-7	0.064045558979	5.18080190691E-4	0.844777235494	0.881352369645
1740.0	6.00550888584E-4	1.70950019736E-7	0.0642282821782	5.19470116818E-4	0.845005300898	0.881384111737
1742.0	6.08234488781E-4	1.70957648771E-7	0.0643700266303	5.20912271618E-4	0.845189473292	0.881558231577
1744.0	6.12606147793E-4	1.70959612129E-7	0.0644680643273	5.2313703001E-4	0.845373954449	0.881592107672
1746.0	6.16485102664E-4	1.70970439239E-7	0.0645931250307	5.23795793793E-4	0.845484437894	0.881699746238
1748.0	6.18752595554E-4	1.70982212991E-7	0.0646904027343	5.24576644898E-4	0.845617333913	0.88170077839
1750.0	6.21965041398E-4	1.70991868504E-7	0.064860443874	5.2471906431E-4	0.845848750418	0.881856483361
1752.0	6.24361058963E-4	1.70994345061E-7	0.0650209922575	5.25380025658E-4	0.846184968425	0.882011417848
1754.0	6.26211336864E-4	1.70995918057E-7	0.0651871550378	5.26135874739E-4	0.846467572968	0.882205350516
1756.0	6.28375509754E-4	1.71001837513E-7	0.0654375821448	5.26311250015E-4	0.846740896932	0.882392003426
1758.0	6.30874018514E-4	1.71011372715E-7	0.0657613093029	5.26271455487E-4	0.847048948766	0.882774473626
1760.0	6.35208541068E-4	1.71021443926E-7	0.0659534032472	5.26393346664E-4	0.847317347896	0.883058731618
1762.0	6.41942196981E-4	1.71172155366E-7	0.0661210131724	5.26849796319E-4	0.847536628033	0.88319426112
1764.0	6.47797439633E-4	1.71458486523E-7	0.0662642342749	5.27895626228E-4	0.847720026474	0.883276588579
1766.0	6.54373531288E-4	1.71597426554E-7	0.0663579340348	5.28135084957E-4	0.847921975162	0.883326807181
1768.0	6.59731750909E-4	1.7160089859E-7	0.0664846378757	5.29222451614E-4	0.848041476478	0.883608676895
1770.0	6.63863618727E-4	1.71606821347E-7	0.0665941561687	5.29150284524E-4	0.848199485932	0.883618381332
1772.0	6.6785092305E-4	1.71622540417E-7	0.0667293604457	5.29636049537E-4	0.848433255815	0.883801912086
1774.0	6.71041289787E-4	1.71630384807E-7	0.0668985510946	5.29669725925E-4	0.84882622215	0.884022711872
1776.0	6.72814001795E-4	1.71632878654E-7	0.0670623005272	5.29677915995E-4	0.849126340336	0.884118935616
1778.0	6.74497352904E-4	1.71638018879E-7	0.0673168223726	5.29713843452E-4	0.849389038851	0.884199514239
1780.0	6.76678359268E-4	1.71647167097E-7	0.0676282864602	5.29764665031E-4	0.849624980675	0.884420413561
1782.0	6.80439002157E-4	1.71657434489E-7	0.0678633419064	5.29856812611E-4	0.849853909961	0.884596839134
