# Times [fs]	Laser	Molecule-Driving	Mean-Field	Cavity-Driving
142.0	4.003847031287456	3.9685904466288453	4.067910167415753	0.22221250759880878
144.0	3.9956440306886325	3.9371988558965145	4.041516263034858	0.2463781496131393
146.0	3.813311116625595	3.6990695264474	3.8065950699928797	0.2657576611384176
148.0	3.3481538406138047	3.1955160699964655	3.2909345886474184	0.27180620438830994
150.0	2.718292265100559	2.6110262254321945	2.680688634335646	0.27296298998066004
152.0	2.2840009624529087	2.277602798259208	2.3373278785460796	0.2854076462738498
154.0	2.1914721504379266	2.224597462499426	2.2932457080444038	0.3121778646057617
156.0	2.134007655639404	2.116421588114035	2.1906425756803607	0.33919138031823554
158.0	1.819003455318719	1.7623776916932685	1.8306946246691203	0.35254537109204
160.0	1.3657902750086885	1.3421334136831413	1.3967853413130351	0.35410750435324045
162.0	1.0475359224508407	1.0873023594378879	1.1278446702881708	0.3591389602629107
164.0	0.9467992339915874	1.021753485609459	1.059476059743836	0.380709970772334
166.0	0.9395764923165042	1.00373563614915	1.0484248079001415	0.41522443768015566
168.0	0.8571009267417095	0.8927809050533476	0.9344789290409091	0.44373158947213664
170.0	0.6434964812577908	0.675113724242069	0.6876877400513965	0.4530289536948999
172.0	0.3979891388303408	0.45952887629943373	0.4386539725705875	0.45451770166534955
174.0	0.2546823881358501	0.3495133207415596	0.3179088907258378	0.4717895065486997
176.0	0.2266026791578104	0.3279573407594921	0.3036680254389298	0.5094122027911585
178.0	0.21645330742750526	0.3035890584042219	0.2810304436492652	0.5472380265071004
180.0	0.1616598973216124	0.24461987806449229	0.21246714549875123	0.565954180545929
182.0	0.09725028296389474	0.1986312409403182	0.1494589055928581	0.568209140110911
184.0	0.07113978065694103	0.19293256612152263	0.12631527890590405	0.5742839920266787
186.0	0.07219351260584922	0.19470708246713717	0.12408304421830282	0.601949315685398
188.0	0.07336074666776728	0.18956019560562457	0.12599752288274088	0.647795337594858
190.0	0.09744119378296226	0.22921164501988187	0.15634071615897321	0.6870843672784946
192.0	0.19341729908873653	0.3551040739714587	0.2511692336132954	0.7005899386121698
194.0	0.34331818836085076	0.513518560707213	0.3855758904822864	0.7022350721154402
196.0	0.4580010895626474	0.608038031432726	0.4788079798551758	0.7244416268593539
198.0	0.4876581896688725	0.6192925952328125	0.4966999149141746	0.7741615662990755
200.0	0.5027888577186274	0.6415636173672049	0.5221341206574038	0.8242764982791337
202.0	0.6374664440229747	0.8041600482833627	0.6875524312669803	0.8491701984962234
204.0	0.9428146902318043	1.1296749120520644	1.012676917188959	0.8522320040746946
206.0	1.2797488748243986	1.4517766777896999	1.3240943476750908	0.8588255719751268
208.0	1.4411602159491728	1.5733178617739072	1.4384896949145762	0.8917535709809992
210.0	1.4563733096275657	1.5837233153724999	1.4570581311896182	0.9487807154551382
212.0	1.615969614741249	1.796922976896303	1.6676593929559407	0.9998695609884215
214.0	2.05818303869227	2.280116078300062	2.128422303254733	1.0185097511553267
216.0	2.568405708697749	2.761782677909217	2.596444432687144	1.0198218612675995
218.0	2.881230864247765	3.01726489135657	2.852530772400002	1.0460404835890624
220.0	2.961101862647993	3.06248278987485	2.9000873167210064	1.108069149594786
222.0	2.974468600907178	3.085919276168102	2.9284138164984217	1.17148018241439
224.0	3.1723961183086673	3.3238648579318415	3.173191980785499	1.2032904187681894
226.0	3.682985236436501	3.851502203115534	3.7158916463141898	1.2071982412025801
228.0	4.349357450535883	4.457385402964426	4.344251807925687	1.2133361736794512
230.0	4.763549153975022	4.7661001739480415	4.658459302911241	1.2496540598509789
232.0	4.807869189041179	4.7731506090888125	4.678072545526151	1.3162217262508038
234.0	5.012674511599901	5.02305773956514	4.970665251793976	1.3790054471635578
236.0	5.742971468685587	5.76036413899568	5.731409618961638	1.403392745459516
238.0	6.609051853696504	6.5425809388565925	6.503014918193196	1.4033429152047672
240.0	7.156836092098902	6.988023547685146	6.942682608141264	1.4310407023481693
242.0	7.329274833026044	7.086611497496329	7.041864179513982	1.503889221623054
244.0	7.29510312672863	7.043085385686474	7.0094566525052855	1.580856685412131
246.0	7.381990332536335	7.169548764580893	7.149571238217628	1.620195013913978
248.0	7.816875290507021	7.6187876524644755	7.617833532245897	1.624781740355121
250.0	8.510527161706943	8.241344997432567	8.263162337986092	1.6289147315307813
252.0	9.085579493816802	8.653348508311344	8.701073745118274	1.6656898163483704
254.0	9.155622282485481	8.602238817690877	8.654418186378601	1.7385620318001316
256.0	8.983663162410425	8.472803278988351	8.558220442542643	1.8113564153665993
258.0	9.388831247697855	8.89278488700398	9.102724919462458	1.8413519689968367
260.0	10.416138517331902	9.733406909029483	10.057807879890367	1.8381702561249476
262.0	11.283721824863948	10.36153294380117	10.71221224740803	1.862735912769864
264.0	11.598370389977598	10.513377345736618	10.868930000576878	1.9424457792891487
266.0	11.463346409481058	10.330252934992002	10.69086696392017	2.0319799089326804
268.0	11.250107110970223	10.169281122992189	10.541545924873015	2.079130002257047
270.0	11.303377765445102	10.29141451967318	10.681808350072517	2.083819531328099
272.0	11.674035948446877	10.657031449999648	11.062926114387134	2.0837065767993206
274.0	12.101575418766398	10.962778312519717	11.375536320087518	2.1170716974165393
276.0	12.157167539144378	10.855742925720278	11.259110356061246	2.1916431110017642
278.0	11.623890933792515	10.313232192885586	10.664635860245939	2.2710390194757624
280.0	10.880988413368888	9.831707454649393	10.141133276691482	2.305348743766108
282.0	10.7308280917977	9.9156028863833	10.276753055973902	2.2964993747650926
284.0	11.237723120149049	10.329951775029443	10.765929743534473	2.3112699120240325
286.0	11.603395023232773	10.461381612349493	10.916492052374927	2.3908248098621634
288.0	11.387564921509856	10.134729018536307	10.58698758104979	2.489958162083582
290.0	10.842871873379108	9.653274498681032	10.096711037814442	2.544491775357724
292.0	10.400763446959902	9.373051618609033	9.8051226858744	2.5480853922885154
294.0	10.289532953639926	9.396484411297635	9.830400611031736	2.5407573165734245
296.0	10.432833862228193	9.526245645158737	9.967918837755304	2.566149179347456
298.0	10.463195904836782	9.422521193741165	9.864265915743992	2.6369771377566584
300.0	10.06442414069587	8.892941829933369	9.31261463877267	2.7182093771911133
302.0	9.178451609251363	8.066510286270725	8.42071351287817	2.7543093676233754
304.0	8.167383600627362	7.445441066481714	7.73374949250107	2.7368289455105175
306.0	7.7271730178466065	7.350870768543269	7.63215851646802	2.733974904337344
308.0	7.789718838297931	7.376485868146945	7.673690579965442	2.803469849057004
310.0	7.596750228144064	7.0327827614760725	7.319283986824563	2.906601652210357
312.0	6.947881635065028	6.418178220518721	6.6792697158027465	2.9669153067227216
314.0	6.258937411699374	5.910912404373495	6.143872137505583	2.9675358978289474
316.0	5.861954104180001	5.706916768930328	5.921969687995724	2.949445036427604
318.0	5.786591075800092	5.705731501307209	5.918930475073665	2.9619989388155896
320.0	5.788258420263846	5.634979601842228	5.859273630002466	3.0234966894599435
322.0	5.571462954963804	5.284131099564482	5.51647977072103	3.1012945829445075
324.0	5.023424184597327	4.653485544419636	4.85953622518626	3.135886180872057
326.0	4.252883665510178	4.026998850865821	4.17305083840674	3.1071169333208837
328.0	3.7036117294932778	3.7523177684532567	3.868315476589091	3.0794509904028295
330.0	3.588771948208559	3.7155783110979423	3.847702500562366	3.12759000693719
332.0	3.5109614034235492	3.5041463673404656	3.647830793591278	3.2265557690776103
334.0	3.096412048251922	3.036434641616339	3.1604398901780595	3.2896191212547023
336.0	2.519729333852882	2.5835379857357914	2.6697440633992056	3.284991433439423
338.0	2.1228836488254386	2.3525955110904944	2.40924893030122	3.2525057826570696
340.0	1.996563136548978	2.307583369395156	2.3614543295485784	3.2476807900976
342.0	1.9889277374846475	2.2660793339388583	2.336107234210546	3.29490590072009
344.0	1.884482153208602	2.0806484752796233	2.152348216236292	3.364533123525124
346.0	1.5858116640052715	1.7503000619257711	1.7740454991395749	3.3944046975356303
348.0	1.1902253796125184	1.4242934989156861	1.3929895157652192	3.352870726960936
350.0	0.9177627206207302	1.2641549659756048	1.2179862449541272	3.2960620431908585
352.0	0.8506827002165863	1.2323479461713744	1.2025388936955712	3.3130609916819367
354.0	0.8316868862138267	1.152414370968348	1.1310965807558593	3.398558153281817
356.0	0.6935466911381006	0.9730077930453725	0.9372966565620061	3.4602001561435105
358.0	0.4740456376077145	0.8052430558177277	0.7350454002551187	3.448287521639778
360.0	0.31253650037074143	0.7297448898600396	0.6263313360735464	3.3986265480547804
362.0	0.2589638124138088	0.7111309427657294	0.604105007516794	3.3731370786394868
364.0	0.25572151991515946	0.6923782858776982	0.5982684170008006	3.4026590773966405
366.0	0.23723735087299394	0.6754597180567911	0.5563016036434256	3.460833070069473
368.0	0.20607083761257772	0.683234713622242	0.4969499052881999	3.4837234174521927
370.0	0.19837829339819843	0.7065167108261722	0.4765556995024864	3.4297284035845386
372.0	0.216388574401338	0.719983185291675	0.4931764653772416	3.343999399170511
374.0	0.2265806627475535	0.7118272001619537	0.49962689470895516	3.3249774717025913
376.0	0.2318554060458068	0.7129090237213775	0.5022842310290259	3.389299448932783
378.0	0.292714976339126	0.7951722385998539	0.5751754980402666	3.4451695128476327
380.0	0.45116317375620213	0.9838492917060918	0.7401395830341615	3.4249295441945824
382.0	0.6425095860313532	1.1744387309010207	0.898612281096189	3.35736659428496
384.0	0.7450589298405322	1.2348375520287145	0.952446017802962	3.310349182236895
386.0	0.7554700055189735	1.23764342020319	0.9645573116833974	3.321190882994346
388.0	0.8436577384313363	1.406611936129489	1.0980881315618958	3.3667135527260466
390.0	1.132886601050464	1.7691441690006147	1.3952828125978747	3.3817817045550824
392.0	1.5100792253135709	2.1113440257591014	1.7113930530751609	3.3174231285935476
394.0	1.765922429855801	2.277818801931627	1.8848194895316723	3.207994437254933
396.0	1.8347491874700435	2.2948405080286287	1.9104020538480704	3.1553673427855555
398.0	1.8469741530649075	2.323300892463208	1.9440161311062418	3.1953946261330697
400.0	2.0117154159680166	2.5473376685113975	2.1773849322049204	3.24231403222288
402.0	2.4422143975999675	2.9959864148673265	2.6483651479184926	3.214185863847068
404.0	2.994146753068881	3.4560381507834093	3.111345386184203	3.131019181754516
406.0	3.322477522158907	3.6435755150101112	3.2832892679256758	3.0651350479716837
408.0	3.360840931332295	3.6430998740139744	3.3082945200146536	3.059598376819188
410.0	3.5382828495215484	3.9030027115412946	3.6069750505270695	3.0936831502736766
412.0	4.130166441950002	4.536961671186509	4.2196682778334145	3.101457851603802
414.0	4.841277743707701	5.1547328343930925	4.78977530187956	3.03012228019254
416.0	5.301641277250138	5.478895827138478	5.091380004798385	2.9063748074228415
418.0	5.451908417147635	5.527073248656202	5.139418689171573	2.8301747687880248
420.0	5.4429827149017695	5.509888713486149	5.144485143516758	2.8491209834699895
422.0	5.569374262170575	5.699105044207558	5.3667264438756	2.8861757744794416
424.0	6.0313530267873245	6.181180526053019	5.891521326053485	2.8520177061850083
426.0	6.738016978414921	6.7544121331269755	6.525403264776187	2.7587255039181495
428.0	7.306273502497163	7.051735222792377	6.860294036155183	2.680698267362922
430.0	7.401350097525706	6.9903049813044875	6.824041863085809	2.664775053139092
432.0	7.405723670477214	7.039754005264588	7.031364367716323	2.6910413684806094
434.0	8.008309512570868	7.581217679039624	7.811397055795147	2.6930390140794693
436.0	9.03457991130761	8.318428277395663	8.65401327756003	2.6187149285526585
438.0	9.799430774362346	8.790284869701381	9.116026937106858	2.492656200603488
440.0	10.084678807954807	8.866431545995688	9.193315420691889	2.4088114463071326
442.0	10.007575417017302	8.725369288032352	9.081631708154426	2.4158674797872064
444.0	9.9134104238316	8.701986278227505	9.1094072564497	2.444717655820226
446.0	10.113141839932164	8.971444750565999	9.43530728971436	2.407271422223537
448.0	10.628335749827476	9.417575262871598	9.932120566668393	2.3116137744207585
450.0	11.153078784697824	9.698928123136712	10.250599244066105	2.231737954179863
452.0	11.260489476294573	9.560924715809021	10.08685198310763	2.2148218649348554
454.0	10.836648426818972	9.210691498431398	9.68610508194069	2.238930270400847
456.0	10.481639645671157	9.152972196984262	9.772515803023264	2.2371443087173035
458.0	10.877472385851645	9.533347993613221	10.442311849558756	2.1638113596753557
460.0	11.677691675231813	9.957515287362945	11.016879334941764	2.0483879217749523
462.0	12.10113765539964	10.02483393903815	11.106586445748441	1.9756590799258065
464.0	11.9516508448494	9.734860849279821	10.82609183072413	1.983627332108937
466.0	11.535337755629751	9.415201218184903	10.516305947512015	2.007830521395812
468.0	11.264815138800154	9.344280628156476	10.46906357014646	1.9699553059392996
470.0	11.315738280377992	9.523743657494645	10.673557379461256	1.8802566856117477
472.0	11.57327642383955	9.690836424850794	10.858163827768976	1.810651778053505
474.0	11.645328194932729	9.53340814829618	10.684187875186787	1.8042381415846753
476.0	11.217593471226584	9.00083248420294	10.035835937022473	1.8330123212417804
478.0	10.303275295124413	8.409552548503884	9.26252388167469	1.829374464552046
480.0	9.442220403323592	8.182980681208866	8.986524431745563	1.760404086104323
482.0	9.271576925646492	8.307503135375644	9.19363313445812	1.667834538888595
484.0	9.47958612153876	8.320056310825036	9.236017451355309	1.624586982935469
486.0	9.304504536539953	7.95891137293749	8.83860953987851	1.6468340815982674
488.0	8.682647847236908	7.440724596911818	8.282777930964606	1.6705890993644343
490.0	8.050578625997817	7.100041160553587	7.909257651799732	1.6344750830818964
492.0	7.7164302649156955	7.041603258295526	7.8390259350831695	1.5576580820693526
494.0	7.698026902731971	7.091507520820713	7.892872468350044	1.509639822136517
496.0	7.721248190959582	6.965835221427886	7.778274976564184	1.5252297196322422
498.0	7.470433426244349	6.514897526866948	7.308485868654572	1.5659014332769559
500.0	6.8293309381566685	5.860014017910834	6.530603515915177	1.5622914128437657
502.0	5.933084801651041	5.3674347795162465	5.878813759590311	1.499815049863187
504.0	5.3157511030326345	5.24656281522312	5.709564250472748	1.4395868500370776
506.0	5.214248650724409	5.213627732647068	5.7009709893637845	1.440770219872265
508.0	5.118494250137527	4.918341013121785	5.38003899264614	1.488766938343455
510.0	4.620182576519068	4.4252217793439765	4.811389282211823	1.516188037579757
512.0	3.964126908890905	4.0285898762925445	4.338535192954834	1.4830852028228658
514.0	3.5245491499677652	3.873405818926154	4.141346476768127	1.4229551605239337
516.0	3.388409459745707	3.8595237677517154	4.130798959721578	1.4040804696981002
518.0	3.383736207530855	3.77829694605773	4.069748266308968	1.4504054908939188
520.0	3.2615282418087115	3.5010817176566817	3.7889852602278515	1.5091012354427473
522.0	2.8980316186056188	3.0702760550364796	3.2772195971924036	1.5068781547106824
524.0	2.3653144226472835	2.697785291626087	2.798503578452185	1.4505813021226057
526.0	1.9568156661975518	2.5540553139129694	2.6174592502874123	1.4270434941159713
528.0	1.842695079909698	2.5152802571994295	2.6038869509478273	1.4819907984110179
530.0	1.815164295348748	2.3535034132222377	2.441495812167451	1.5640356690614627
532.0	1.5960770507930069	2.071684567758153	2.0943603386177854	1.5984324836296155
534.0	1.2296770813095381	1.8436491356360407	1.773339172614052	1.568029854643834
536.0	0.9451861266844634	1.754190808044205	1.622525691917915	1.5240727817031348
538.0	0.842484169005374	1.7355950184539415	1.6036713348498217	1.5362206283013926
540.0	0.8355983558844063	1.6939967520242691	1.5743224277152112	1.61730622220837
542.0	0.7879706366384376	1.6076932044287622	1.4220117108309842	1.6981993028418203
544.0	0.6496188015167724	1.49817434993895	1.1760282078302666	1.6981476268119027
546.0	0.48559186079874733	1.4053213180231292	0.9929164767698645	1.6440830023341362
548.0	0.3884149073910196	1.3646578363815394	0.9492095886969131	1.6535149249606138
550.0	0.3677722431623881	1.342010243008097	0.9477465762942991	1.7635558259166961
552.0	0.36425162102530834	1.2950073639412885	0.8902475169036957	1.8839446357565912
554.0	0.34780132170322137	1.2722391779944373	0.8163907617002654	1.927650721825784
556.0	0.3533336606640583	1.3363049261104627	0.7988253657475941	1.8980501862207237
558.0	0.39697161792484736	1.4340975695128857	0.8298232212484483	1.8651348203379212
560.0	0.4360291055823287	1.4587233823575965	0.8504456724517719	1.90319057569369
562.0	0.4424443346106997	1.449059958111851	0.8442975449846215	2.016158552218044
564.0	0.4736467932281324	1.5562886015753268	0.8701074468740703	2.119504841497279
566.0	0.6164195107029438	1.7861762574769886	0.9827821676536719	2.121437454987151
568.0	0.8426305996219934	1.989711139008455	1.138672885244665	2.0619284035373613
570.0	1.0205367240148537	2.080273868134568	1.2339671490596629	2.090332006276698
572.0	1.075419747926046	2.077570196285321	1.2441023858493605	2.2458134426794727
574.0	1.0836438803501318	2.090101183099359	1.2675576808594682	2.403649228138966
576.0	1.1993245328184128	2.2529618409377217	1.4377733547205398	2.458021289651718
578.0	1.5172542180529225	2.582950709160852	1.7546117528017287	2.4259283776135008
580.0	1.9255230263862755	2.9046520792934456	2.0326529544175007	2.3948345469441636
582.0	2.169956757106863	3.011115492797219	2.1139652634958694	2.4470788290019123
584.0	2.200233472989408	3.0054282121670375	2.140654715447212	2.5820572842526
586.0	2.3252642483080894	3.230834618286153	2.3783957893637027	2.7034851717569115
588.0	2.7672137095499316	3.73242610551296	2.8226873649666495	2.7061904570232547
590.0	3.3324796436318413	4.193297730982861	3.229276222536649	2.6313591991787857
592.0	3.7180051530516938	4.417615050255826	3.4222850190162037	2.6553587257657254
594.0	3.845630546223781	4.432851510833584	3.4414639076589784	2.83468086652843
596.0	3.847645423781386	4.428851534543486	3.4792419299381914	3.0226460790721914
598.0	3.982384396217493	4.627649981882646	3.7385972294721435	3.0875974915360063
600.0	4.424981762682146	5.0670806727220326	4.25376030081448	3.0488082561211343
602.0	5.0889661542461555	5.532173109471339	4.779448302401315	3.007955549971069
604.0	5.598218197742351	5.720597257921145	4.974586162353756	3.058298485124449
606.0	5.692285500023558	5.664691981636371	4.983425055001252	3.2003581023838574
608.0	5.782558272189481	5.795415456261588	5.333489882164451	3.3313650903001064
610.0	6.398021376872019	6.315168102889209	6.06283389649006	3.3327137692822375
612.0	7.301011571175079	6.906604110801473	6.710765397117655	3.233873675988453
614.0	7.947565217448974	7.247095024959028	7.0310629216082186	3.2264639914995414
616.0	8.199799594463014	7.27184492986474	7.0593130748674024	3.3986945763204313
618.0	8.165026494757889	7.171479589516592	7.034106541271344	3.602179282610912
620.0	8.160222499129787	7.239678403999484	7.210880609011145	3.6754983475287575
622.0	8.463233505056948	7.579510217108929	7.679113936408512	3.625803120474992
624.0	9.071294091281748	8.019658961776237	8.230857776218542	3.5639064328532126
626.0	9.657612891275487	8.229400318794358	8.502002394647498	3.5957184543682223
628.0	9.808974215577297	8.091998216250428	8.358657662774736	3.7284410221413786
630.0	9.550769620617292	7.932448058523484	8.352816807987042	3.8586049764283454
632.0	9.609928738827918	8.11753726803043	8.970811641369783	3.8562327310860556
634.0	10.391667345083144	8.565779072897552	9.796287355889826	3.7295216605364376
636.0	11.2879410274028	8.915314671898045	10.25571636147152	3.669869119674426
638.0	11.70444510989382	8.926601356323342	10.28465800477059	3.8036660184509232
640.0	11.61319702840801	8.690066761537539	10.079338171464075	4.003205507216206
642.0	11.32702690852506	8.522289242524078	9.994375699000743	4.080434465518815
644.0	11.23363036877652	8.614855523323063	10.20009175916201	4.017160549450947
646.0	11.458969758881098	8.887747614969843	10.566261772164058	3.9267155254204713
648.0	11.83958669997473	9.044354716971956	10.771468424488802	3.9276857975035075
650.0	11.962388708999036	8.858354525068387	10.521635579265183	4.037858841136767
652.0	11.544402089644388	8.449361622466547	9.937057102088575	4.157874508329525
654.0	10.74064064636483	8.174462750410505	9.649087432413804	4.150061234129926
656.0	10.244303244949704	8.235860647620616	9.968996483650324	3.997919189162376
658.0	10.463079783377886	8.438661206670744	10.388762835131951	3.8793400610857076
660.0	10.826252113764914	8.416339424960876	10.395711647352664	3.95483566650922
662.0	10.697023461297723	8.083562656112504	10.027564991640356	4.132595508464324
664.0	10.157229994870352	7.7075210922476245	9.617082490506801	4.208077555370134
666.0	9.634875492155702	7.5501379677760285	9.449909871790274	4.131269969092638
668.0	9.410453452285362	7.623129650877009	9.553436927683979	4.011361520019809
670.0	9.480247431561862	7.697929103134096	9.65854415394951	3.977602651132428
672.0	9.540749102557173	7.521216790833785	9.461249467062613	4.059330463113527
674.0	9.256926647893533	7.06041827955139	8.837800134357998	4.163863943995634
676.0	8.519807122693337	6.555435836102609	8.007347274705683	4.1499901057936315
678.0	7.5553365518017195	6.311223279934924	7.570081673760612	3.9801243515231164
680.0	6.982730140900709	6.329555642388708	7.632141209806295	3.8121774362838554
682.0	6.960513478793727	6.279047787433677	7.606856492987419	3.82846502428237
684.0	6.860391641908368	5.95345741434191	7.189143962826978	3.975366378108921
686.0	6.31289970851902	5.518833106180751	6.627306478040669	4.04442564900535
688.0	5.632678923015749	5.242450083071801	6.240132851333147	3.957145355510758
690.0	5.193138809426212	5.190423436393948	6.139496149735901	3.8143962616525373
692.0	5.071259735152988	5.2035710898364504	6.160311509734033	3.7521735956197797
694.0	5.077075318990474	5.072308091616916	6.039443475668724	3.8090987215352317
696.0	4.933475763255134	4.723688653912313	5.619247115836468	3.8987378270663595
698.0	4.502224501355691	4.279386382214876	4.957477844411782	3.879690943591887
700.0	3.836825723540035	3.979302261530297	4.425835570088961	3.7028888918339087
702.0	3.29743002686406	3.909308923484895	4.289581411270022	3.508919653218967
704.0	3.143341120416281	3.8558762313185433	4.264260793942859	3.485325940720741
706.0	3.1048698475588	3.6246235337390944	3.9756870854023476	3.6048906922058235
708.0	2.8010036102192704	3.303721290247278	3.500445903805351	3.6658528426209824
710.0	2.305501210797237	3.0908046804740104	3.1308672688284096	3.5735083179625695
712.0	1.9266000663185225	3.035650227331462	2.9898148241449287	3.420653712362439
714.0	1.7884751660498157	3.027175343966541	2.9815571139949983	3.3452521882528163
716.0	1.7803650009677354	2.949920440710746	2.9215082291459296	3.390087749368926
718.0	1.7125972480831104	2.785449486081464	2.670094361809938	3.471284740317746
720.0	1.4922671218381596	2.5832482688902396	2.268077630649108	3.4489200717154262
722.0	1.186828357573796	2.4356457630926647	1.956788862819321	3.2758396655906505
724.0	0.9639578221005294	2.3896083703361293	1.8738541159634612	3.0858319893726716
726.0	0.8991567822188694	2.3510352538049517	1.8614724924779138	3.0555520308791237
728.0	0.8894524598844233	2.238356586022537	1.7259240204949866	3.162520203223919
730.0	0.8010716763743052	2.123854805515203	1.5065679910286651	3.217036881499721
732.0	0.6554202352598008	2.109666571653411	1.3519527462400223	3.1254784887528073
